timestamp,pod name,cpu usage (%),memory usage (%),pod status,pod restarts,ready containers,total containers,pod event type,pod event reason,pod event age,pod event source,pod event message,node name,event reason,event age,event source,event message,memory usage (mb),active memory requests (mb),memory requests (%),active memory limits (mb)emory limits utilization (%),memory usage (cache) (mb),memory usage (swap) (mb),network receive bytes,network transmit bytes,network receive packets (p/s),network transmit packets (p/s),network receive packets dropped (p/s),network transmit packets dropped (p/s),fs reads total (mb),fs writes total (mb),fs reads/writes total (mb),fs reads bytes total (mb),fs writes bytes total (mb),fs reads/writes bytes total (mb)
2024-04-21 17:00:00,redis,16.53,34.16,Failed,0,1,2,Warning,Killing,1m,scheduler,Pod scheduled,node2,Failed,20m,api-server,Node not ready,188.18,125.24,44.7,52.9,19.36,7.11,6089.91,4837.16,9.89,11.58,4.41,1.17,0.4306,1.7971,5.3126,0.1227,1.5856,3.9743
2024-04-21 18:00:00,redis,36.27,70.49,Failed,4,0,1,Warning,BackOff,5m,scheduler,Container failed,node3,Failed,10m,kubelet,Node not ready,97.33,101.93,75.7,50.97,10.23,8.41,1913.2,6764.96,13.01,5.64,1.55,1.88,4.9921,0.5291,3.5218,1.1987,1.4743,2.4824
2024-04-21 19:00:00,frauddetection,35.87,46.85,Failed,3,1,2,Normal,FailedMount,10s,controller,Container failed,node3,Started,20m,kubelet,Resource constraint,93.08,50.78,62.88,11.45,29.48,4.53,5300.45,4236.0,15.84,5.82,1.32,0.56,4.2483,0.9236,4.6115,0.7328,1.8936,3.256
2024-04-21 20:00:00,frontend,35.74,43.55,Failed,0,1,2,Normal,Killing,1m,kubelet,Container failed,node2,Started,15m,api-server,Node not ready,101.99,70.23,41.76,18.4,28.3,6.31,5481.43,2307.16,6.56,10.24,0.1,0.22,2.4763,0.9401,4.8051,0.0092,2.9669,1.245
2024-04-21 21:00:00,frontend,36.39,44.95,Running,3,1,2,Normal,Scheduled,10m,kubelet,Mounting volume,node1,Started,5m,kubelet,Node not ready,208.57,177.07,19.1,46.81,35.3,8.74,2458.24,7709.16,5.02,12.83,1.18,2.17,1.1686,2.4497,0.6793,0.5078,0.5699,2.5218
2024-04-21 22:00:00,frauddetection,44.07,36.44,Unknown,2,1,1,Normal,BackOff,30s,scheduler,Pod scheduled,node1,Started,10m,api-server,Volume detached,295.29,51.81,24.79,70.23,27.45,6.51,5340.5,2211.07,6.06,2.6,0.16,1.32,4.4782,3.8079,3.5767,1.488,2.0102,1.149
2024-04-21 23:00:00,recommendation,16.92,8.9,Pending,0,1,2,Warning,Killing,10s,scheduler,Container failed,node1,Failed,10m,kubelet,Resource constraint,471.57,199.88,62.75,86.28,6.68,4.86,7268.16,1261.57,6.25,10.32,4.55,0.55,3.7728,2.9212,0.6638,1.9661,0.8076,0.6948
2024-04-22 00:00:00,recommendation,5.11,37.04,Failed,4,0,2,Normal,FailedMount,10m,controller,Pod scheduled,node1,Started,5m,kubelet,Volume detached,240.54,48.98,42.0,30.37,41.62,2.16,7138.63,1307.99,6.17,6.85,2.18,0.8,0.1439,3.3775,1.6186,0.4112,1.1817,3.7151
2024-04-22 01:00:00,redis,36.18,56.98,Running,3,1,2,Warning,FailedMount,1m,scheduler,Container failed,node1,Started,15m,api-server,Node not ready,83.0,164.98,62.17,80.69,45.7,8.35,4529.77,4564.9,3.88,6.63,2.72,1.78,0.5389,2.1201,1.3735,1.6466,1.192,3.5859
2024-04-22 02:00:00,redis,3.4,42.88,Unknown,2,1,2,Critical,BackOff,5m,controller,Container failed,node3,Failed,15m,kubelet,Volume detached,319.05,39.3,13.19,85.16,34.36,0.32,9464.21,3463.71,4.52,12.18,4.4,2.17,0.8884,0.2681,5.711,0.1176,0.1896,3.1723
2024-04-22 03:00:00,frauddetection,39.38,20.57,Failed,2,1,1,Warning,FailedMount,10s,kubelet,Container failed,node1,Evicted,15m,api-server,Node not ready,474.3,166.39,76.49,87.22,15.02,8.29,9319.85,1350.19,1.16,6.11,3.89,1.71,1.7994,0.395,3.2804,0.2067,0.3626,1.0645
2024-04-22 04:00:00,frauddetection,4.58,50.48,Pending,4,0,2,Warning,BackOff,5m,scheduler,Pod scheduled,node3,Started,5m,kubelet,Volume detached,487.06,195.28,56.96,62.66,19.11,4.14,7223.54,5903.85,2.82,2.61,0.97,1.26,4.0094,1.6546,4.2364,1.7817,2.5959,2.4822
2024-04-22 05:00:00,frontend,11.42,64.28,Running,0,0,2,Warning,Scheduled,10m,scheduler,Container failed,node2,Failed,5m,api-server,Resource constraint,460.52,42.25,41.8,30.11,36.07,8.11,6296.95,2622.85,2.6,2.31,1.95,2.05,2.5301,1.836,2.2303,0.8145,2.3066,1.9435
2024-04-22 06:00:00,recommendation,9.8,4.88,Pending,1,0,2,Warning,Killing,30s,scheduler,Container failed,node2,Started,15m,kubelet,Volume detached,209.76,163.22,20.24,47.39,19.85,0.21,9504.9,4413.35,17.12,3.37,2.78,2.16,4.0539,3.7091,1.1625,1.5747,1.5319,1.8933
2024-04-22 07:00:00,redis,0.95,59.0,Pending,4,0,1,Critical,Killing,30s,controller,Container failed,node1,Evicted,5m,kubelet,Node not ready,226.79,34.66,73.74,72.96,6.11,0.55,2774.6,1054.71,17.03,4.57,0.4,0.43,0.1595,2.9251,4.469,1.3558,2.6795,2.0174
2024-04-22 08:00:00,frontend,27.76,1.19,Running,2,1,2,Warning,FailedMount,10s,scheduler,Container failed,node3,Started,5m,kubelet,Node not ready,343.51,81.0,27.39,59.8,16.85,2.38,8988.99,3831.34,1.5,13.67,0.16,1.21,2.4688,3.0611,1.3226,0.3038,1.8384,3.353
2024-04-22 09:00:00,frontend,28.58,35.25,Failed,1,1,1,Critical,Killing,30s,controller,Pod scheduled,node1,Evicted,10m,kubelet,Node not ready,243.95,83.93,38.43,61.23,10.44,4.82,3393.45,7687.13,5.88,9.91,2.43,1.95,2.4096,1.8011,2.2404,1.1656,1.7254,1.2942
2024-04-22 10:00:00,frauddetection,31.88,34.08,Unknown,3,1,2,Critical,Killing,1m,kubelet,Mounting volume,node3,Started,15m,api-server,Resource constraint,263.59,103.53,64.65,53.12,5.06,5.58,8438.59,1042.21,15.19,12.42,0.68,1.68,1.5221,0.9358,0.3872,0.3743,2.0442,1.8817
2024-04-22 11:00:00,redis,40.02,73.62,Unknown,2,1,2,Warning,Killing,5m,kubelet,Pod scheduled,node2,Evicted,20m,api-server,Resource constraint,129.63,80.54,51.93,48.75,23.28,2.82,3487.2,6252.9,1.28,6.72,2.05,1.23,1.4169,3.8035,3.2056,1.3965,0.22,3.6677
2024-04-22 12:00:00,recommendation,16.46,54.49,Unknown,3,1,2,Critical,BackOff,10s,scheduler,Mounting volume,node3,Started,10m,api-server,Resource constraint,465.68,60.73,65.1,74.66,44.72,4.42,3050.77,1185.84,12.35,12.11,2.94,1.96,4.6463,2.9985,5.6917,1.7671,2.0887,1.921
2024-04-22 13:00:00,frauddetection,5.41,22.91,Running,1,0,1,Normal,FailedMount,30s,scheduler,Mounting volume,node2,Failed,15m,kubelet,Resource constraint,212.9,95.97,50.07,42.19,37.7,7.71,6320.39,4511.74,16.15,13.85,3.4,1.84,4.2006,3.1576,5.2918,1.0935,0.6405,3.0082
2024-04-22 14:00:00,frontend,45.63,57.63,Pending,1,0,2,Critical,Killing,10s,kubelet,Mounting volume,node2,Started,15m,kubelet,Node not ready,90.0,150.58,12.03,21.62,30.14,3.39,7993.74,1329.48,10.86,9.96,4.44,0.2,2.2403,2.2764,3.1108,0.1918,1.4827,1.5306
2024-04-22 15:00:00,frauddetection,15.36,32.08,Failed,4,1,2,Critical,Scheduled,5m,kubelet,Container failed,node1,Evicted,15m,kubelet,Resource constraint,393.41,131.57,26.45,10.01,36.39,8.92,9153.46,2780.66,3.54,11.59,4.34,0.49,2.6033,3.6653,0.92,0.6198,1.1913,1.5707
2024-04-22 16:00:00,recommendation,45.99,3.32,Failed,4,1,2,Critical,Scheduled,5m,scheduler,Container failed,node2,Failed,5m,api-server,Resource constraint,416.55,117.53,77.43,59.41,24.85,3.58,8032.47,4981.43,11.4,13.29,0.2,0.26,2.4072,1.1422,0.1714,0.6289,0.3618,0.6924
2024-04-22 17:00:00,frauddetection,17.79,45.49,Failed,2,0,2,Normal,Killing,30s,kubelet,Pod scheduled,node3,Failed,15m,kubelet,Node not ready,72.23,147.37,31.77,87.88,39.39,6.41,4141.89,6307.82,3.2,7.96,1.28,1.25,0.9897,2.063,5.8134,1.0656,1.2612,2.1238
2024-04-22 18:00:00,redis,13.93,62.26,Pending,4,0,2,Normal,Killing,10s,scheduler,Mounting volume,node1,Started,15m,api-server,Volume detached,60.1,107.04,75.24,77.27,12.85,0.13,3521.22,637.34,3.81,2.96,1.72,0.19,4.4939,3.7421,4.1799,0.0476,2.823,1.4405
2024-04-22 19:00:00,redis,14.99,7.72,Pending,1,0,1,Warning,Scheduled,5m,scheduler,Pod scheduled,node2,Started,15m,kubelet,Resource constraint,242.26,104.07,51.0,60.65,32.69,0.67,3853.21,2224.05,12.95,14.76,2.56,2.09,0.1299,2.0532,5.4903,0.9357,2.6147,3.298
2024-04-22 20:00:00,recommendation,28.82,65.86,Pending,1,1,2,Warning,Scheduled,1m,controller,Container failed,node2,Evicted,20m,api-server,Volume detached,312.51,86.32,30.47,68.41,11.16,4.51,2670.23,4645.63,12.88,14.28,3.9,1.59,4.4791,3.1513,1.8875,1.9614,0.6681,2.227
2024-04-22 21:00:00,recommendation,9.96,62.92,Running,4,1,2,Critical,Killing,30s,controller,Mounting volume,node1,Failed,15m,api-server,Node not ready,176.33,129.51,16.73,48.75,45.54,0.83,8975.83,963.4,8.26,2.58,0.43,2.39,1.6916,1.6661,2.8988,0.7776,0.4899,0.387
2024-04-22 22:00:00,frauddetection,48.54,16.94,Unknown,2,0,2,Warning,Scheduled,10m,controller,Mounting volume,node2,Evicted,15m,api-server,Resource constraint,55.05,29.91,56.23,20.77,29.79,5.76,6204.24,1414.83,11.29,4.38,4.57,0.92,3.5563,2.9506,5.7567,0.2434,2.248,2.4029
2024-04-22 23:00:00,frontend,4.37,51.67,Unknown,1,1,1,Critical,BackOff,10s,kubelet,Pod scheduled,node2,Evicted,20m,kubelet,Volume detached,443.04,115.58,79.43,89.01,24.72,2.9,1227.51,4025.99,10.36,4.6,4.52,1.77,1.7006,1.0262,1.6231,1.7711,1.9585,2.3984
2024-04-23 00:00:00,frontend,2.53,50.95,Pending,4,1,1,Normal,FailedMount,1m,kubelet,Pod scheduled,node3,Started,15m,kubelet,Resource constraint,385.63,76.81,32.11,29.76,46.71,6.14,9717.68,757.47,13.56,3.78,1.25,2.27,3.4921,2.5675,5.8876,0.3951,2.0321,1.5694
2024-04-23 01:00:00,redis,6.07,64.82,Pending,2,1,2,Warning,BackOff,10m,scheduler,Pod scheduled,node3,Failed,10m,kubelet,Node not ready,380.7,144.81,42.72,66.74,23.81,8.7,3682.08,2868.98,18.23,5.49,1.94,1.6,2.3758,3.6335,0.1015,0.8597,2.5796,0.3294
2024-04-23 02:00:00,frauddetection,4.47,52.64,Unknown,3,0,1,Warning,Killing,30s,scheduler,Pod scheduled,node1,Started,5m,api-server,Node not ready,449.18,82.43,18.32,69.07,19.03,8.15,9357.92,6879.52,5.69,12.2,0.34,1.07,1.7908,1.5935,4.7032,0.2601,0.2057,3.2946
2024-04-23 03:00:00,frontend,29.02,23.9,Running,4,0,2,Warning,Scheduled,1m,controller,Pod scheduled,node1,Started,10m,kubelet,Volume detached,79.07,84.72,42.68,80.73,25.61,0.44,9697.79,4746.06,19.95,8.3,4.76,0.87,1.0713,0.0793,5.2891,0.5544,2.0552,0.2188
2024-04-23 04:00:00,recommendation,5.56,63.97,Running,1,0,1,Normal,Killing,30s,controller,Pod scheduled,node2,Started,10m,kubelet,Resource constraint,368.11,176.32,60.19,81.08,29.46,4.74,4037.69,5799.48,3.32,12.57,0.35,2.9,2.0373,2.0996,2.2584,0.8808,0.5369,0.1301
2024-04-23 05:00:00,frauddetection,6.32,33.6,Pending,4,1,1,Normal,FailedMount,30s,controller,Pod scheduled,node2,Started,15m,kubelet,Volume detached,273.2,153.13,56.16,38.43,47.49,0.74,2632.17,954.95,6.03,8.05,4.07,1.03,3.4099,3.0675,3.3153,1.8753,0.6802,2.9759
2024-04-23 06:00:00,frauddetection,48.11,30.03,Running,0,1,1,Critical,Killing,30s,controller,Mounting volume,node1,Evicted,5m,kubelet,Volume detached,472.48,158.29,74.42,31.03,31.24,7.26,1762.5,4053.32,6.93,11.47,1.33,1.37,4.2439,3.2775,2.4736,1.5198,2.4545,3.7242
2024-04-23 07:00:00,redis,40.64,28.01,Pending,4,1,2,Warning,Scheduled,5m,kubelet,Container failed,node2,Evicted,5m,kubelet,Node not ready,213.36,197.08,58.58,41.05,45.29,6.31,4681.89,5027.9,11.95,14.53,3.39,1.67,0.735,3.7477,1.7701,1.7253,1.8292,0.2517
2024-04-23 08:00:00,frauddetection,33.45,38.36,Failed,4,1,2,Critical,Killing,10m,controller,Pod scheduled,node1,Evicted,10m,kubelet,Volume detached,118.33,113.67,38.21,77.85,33.03,4.5,7213.96,5839.71,10.79,6.78,1.73,2.55,3.0423,2.7841,2.6389,0.4946,2.7253,1.69
2024-04-23 09:00:00,redis,14.73,17.38,Running,3,1,1,Critical,Scheduled,1m,scheduler,Mounting volume,node2,Failed,5m,kubelet,Resource constraint,459.9,119.89,32.86,88.48,9.18,5.2,8514.52,6620.51,10.99,3.12,3.83,2.84,2.2067,1.3163,5.9597,1.5085,2.3126,2.1076
2024-04-23 10:00:00,frauddetection,42.88,38.27,Running,4,1,1,Normal,Scheduled,10m,kubelet,Container failed,node1,Evicted,5m,kubelet,Resource constraint,372.5,32.45,32.37,59.56,46.13,7.68,4807.72,4028.13,14.4,3.69,0.3,0.14,1.1381,3.9039,4.2659,1.8415,1.9222,0.4612
2024-04-23 11:00:00,recommendation,40.12,50.4,Pending,2,0,1,Critical,Scheduled,1m,kubelet,Pod scheduled,node1,Evicted,5m,kubelet,Node not ready,335.79,146.92,55.27,22.4,11.68,3.69,6538.38,7419.7,19.16,5.56,4.4,1.61,4.2929,1.5949,3.1892,1.2572,2.0976,1.726
2024-04-23 12:00:00,frauddetection,39.39,7.74,Unknown,3,1,1,Normal,FailedMount,5m,scheduler,Pod scheduled,node2,Started,5m,api-server,Resource constraint,371.12,45.9,11.89,31.3,18.29,9.72,2617.62,6429.49,13.0,8.71,2.06,2.37,0.373,3.078,1.1699,0.8929,1.0582,1.9877
2024-04-23 13:00:00,redis,16.12,13.27,Pending,1,0,1,Critical,FailedMount,10s,controller,Container failed,node1,Started,20m,api-server,Resource constraint,415.05,121.78,13.91,56.11,40.57,7.56,4034.78,4504.61,16.99,14.59,3.45,2.87,0.4096,2.7841,4.3505,1.9581,0.304,1.2469
2024-04-23 14:00:00,frontend,0.99,24.99,Failed,3,1,1,Critical,BackOff,1m,controller,Pod scheduled,node1,Failed,10m,api-server,Volume detached,330.8,182.09,40.54,36.71,27.44,1.8,8966.2,1725.5,19.85,8.78,3.78,2.56,4.553,2.7455,3.2555,0.9538,1.7085,0.4157
2024-04-23 15:00:00,frauddetection,9.09,30.06,Pending,4,1,1,Warning,FailedMount,10s,controller,Pod scheduled,node2,Evicted,10m,kubelet,Node not ready,252.59,158.89,15.23,14.61,36.85,2.78,9288.63,1194.58,9.17,9.18,3.89,0.71,0.5216,0.862,2.7458,0.0692,0.9772,1.7986
2024-04-23 16:00:00,frauddetection,5.35,28.97,Pending,4,1,1,Critical,BackOff,5m,controller,Pod scheduled,node2,Evicted,10m,api-server,Node not ready,275.16,35.6,64.67,23.7,45.87,9.22,4401.7,515.6,4.8,6.18,3.17,2.15,1.3803,3.7088,2.9222,0.6646,0.7244,3.0679
2024-04-23 17:00:00,frauddetection,1.6,47.47,Unknown,0,1,1,Normal,BackOff,5m,kubelet,Pod scheduled,node3,Failed,10m,api-server,Resource constraint,482.06,120.87,18.46,26.2,30.0,2.26,8659.38,5812.75,11.77,7.7,0.08,0.18,2.0807,1.2394,4.3201,1.8049,0.3889,1.7998
2024-04-23 18:00:00,recommendation,24.24,50.32,Failed,0,1,1,Normal,Scheduled,30s,kubelet,Container failed,node1,Failed,10m,kubelet,Resource constraint,108.77,39.75,28.38,28.61,22.27,3.24,8592.46,1967.57,4.23,3.91,2.96,2.12,0.176,2.8591,3.81,1.6625,0.8065,3.404
2024-04-23 19:00:00,redis,8.27,53.58,Unknown,0,1,2,Critical,Killing,5m,scheduler,Container failed,node1,Evicted,20m,kubelet,Resource constraint,97.23,53.29,26.23,35.22,16.52,3.22,2976.54,5638.47,8.52,5.87,3.98,1.19,0.8064,3.5761,5.0736,0.3932,1.1446,1.7748
2024-04-23 20:00:00,frauddetection,46.53,20.06,Pending,0,1,1,Normal,Scheduled,5m,scheduler,Mounting volume,node3,Evicted,10m,kubelet,Resource constraint,332.87,141.23,71.36,28.25,6.87,5.13,1491.65,7363.1,16.03,5.91,2.69,1.83,3.9298,3.4162,5.1027,0.7126,0.8996,0.4207
2024-04-23 21:00:00,frauddetection,4.22,73.16,Running,0,0,2,Critical,BackOff,10m,controller,Mounting volume,node1,Started,20m,kubelet,Node not ready,172.42,183.45,11.65,24.12,39.18,4.68,6920.41,5914.23,18.68,7.74,2.16,0.83,4.2518,3.2858,3.4,1.7957,1.0217,2.5114
2024-04-23 22:00:00,frontend,21.14,6.9,Running,2,1,2,Critical,Killing,10s,scheduler,Mounting volume,node3,Evicted,20m,kubelet,Node not ready,53.19,96.68,19.27,48.95,10.93,0.64,9182.64,6525.22,1.76,14.22,4.06,0.46,4.1342,3.4366,5.858,1.542,1.2649,1.8173
2024-04-23 23:00:00,recommendation,2.09,26.45,Running,3,1,1,Normal,FailedMount,30s,controller,Pod scheduled,node2,Failed,5m,kubelet,Volume detached,182.03,178.31,45.29,38.28,37.53,1.62,3688.84,3826.79,4.89,10.76,4.89,1.17,2.8615,0.4621,1.1747,0.595,0.9885,2.5599
2024-04-24 00:00:00,recommendation,2.33,34.6,Unknown,4,1,1,Normal,FailedMount,30s,controller,Pod scheduled,node3,Failed,5m,api-server,Resource constraint,283.07,121.01,50.33,71.7,27.96,9.37,4493.62,6206.54,5.54,1.25,0.82,0.86,1.9528,2.2196,1.214,1.5781,2.6234,2.2487
2024-04-24 01:00:00,frauddetection,21.06,25.96,Pending,4,0,2,Warning,BackOff,10s,scheduler,Container failed,node3,Evicted,10m,api-server,Node not ready,295.87,194.15,40.64,56.12,15.07,0.27,9778.97,1203.99,13.48,2.4,2.2,0.51,4.9887,2.6972,4.9271,1.4928,2.8055,1.7535
2024-04-24 02:00:00,frauddetection,25.52,25.47,Failed,0,1,1,Normal,Killing,1m,kubelet,Container failed,node1,Started,20m,kubelet,Volume detached,276.77,126.07,64.86,72.24,8.87,1.16,5632.45,7358.75,5.17,2.13,4.96,2.01,3.0377,3.9333,3.7096,0.5987,1.8774,0.107
2024-04-24 03:00:00,frontend,46.06,39.88,Running,1,0,1,Normal,Killing,10s,controller,Mounting volume,node2,Started,10m,kubelet,Volume detached,436.06,155.37,40.95,76.68,33.67,5.19,1283.17,2527.19,18.44,8.96,3.69,0.19,3.8154,2.7492,1.4707,0.7256,2.9507,2.7344
2024-04-24 04:00:00,frontend,45.27,59.65,Pending,0,0,1,Warning,FailedMount,5m,kubelet,Mounting volume,node1,Failed,5m,api-server,Volume detached,405.7,88.59,31.5,10.83,5.81,2.72,8341.98,4706.53,8.67,8.59,3.83,1.96,0.6183,1.9405,4.5493,1.9462,2.936,0.8756
2024-04-24 05:00:00,recommendation,45.71,34.1,Failed,0,1,1,Normal,FailedMount,1m,kubelet,Mounting volume,node2,Evicted,15m,api-server,Node not ready,76.06,133.33,12.22,26.2,48.34,6.12,7613.29,7218.31,5.52,13.3,1.61,1.48,3.5717,1.7507,2.458,1.2568,0.9854,1.7402
2024-04-24 06:00:00,redis,3.24,36.66,Running,4,1,1,Critical,FailedMount,30s,scheduler,Container failed,node3,Failed,20m,api-server,Volume detached,453.63,170.11,79.42,29.96,14.47,9.76,4507.82,7088.27,19.58,2.35,1.59,0.26,3.9013,1.722,5.8563,0.9212,2.2292,1.5576
2024-04-24 07:00:00,recommendation,46.37,33.68,Failed,2,1,2,Normal,Scheduled,30s,scheduler,Container failed,node1,Failed,10m,api-server,Resource constraint,477.97,193.35,62.46,86.04,13.56,8.26,4817.25,6400.09,18.28,4.59,1.2,2.02,0.9181,3.7213,0.9872,0.1203,1.5898,2.4783
2024-04-24 08:00:00,redis,8.04,66.51,Unknown,3,0,2,Warning,BackOff,10s,scheduler,Container failed,node3,Evicted,10m,api-server,Node not ready,339.64,192.3,13.97,25.67,17.56,4.77,9666.09,6082.0,5.55,2.39,2.17,0.41,4.1423,0.9217,4.9325,0.308,1.3919,2.8208
2024-04-24 09:00:00,recommendation,47.15,39.78,Unknown,2,0,1,Critical,FailedMount,5m,controller,Container failed,node1,Evicted,15m,api-server,Resource constraint,481.96,165.77,46.58,25.95,6.29,8.77,9834.39,982.13,2.78,7.18,0.86,2.77,0.3325,1.9837,3.2409,0.6664,0.0406,2.4447
2024-04-24 10:00:00,frauddetection,30.1,32.93,Pending,0,1,2,Critical,BackOff,30s,controller,Mounting volume,node1,Evicted,5m,api-server,Node not ready,190.85,189.13,16.46,51.74,33.03,8.36,7861.59,3902.39,5.96,8.39,3.63,2.05,4.7286,2.0409,1.1259,1.0767,1.6505,1.6181
2024-04-24 11:00:00,frauddetection,11.55,27.93,Unknown,3,0,2,Critical,BackOff,30s,controller,Container failed,node1,Evicted,20m,api-server,Resource constraint,184.57,85.82,54.7,70.23,25.4,2.03,4684.93,3693.22,3.48,14.15,1.17,0.97,2.8463,0.5816,1.6604,0.0429,2.1072,1.6887
2024-04-24 12:00:00,frauddetection,20.14,71.19,Unknown,4,1,1,Warning,BackOff,1m,controller,Mounting volume,node1,Failed,20m,api-server,Resource constraint,450.26,56.44,64.85,44.51,12.96,0.13,3099.39,959.47,9.58,2.25,1.87,1.62,3.2398,0.0341,0.039,1.2585,0.9292,2.2592
2024-04-24 13:00:00,frauddetection,36.51,7.88,Running,4,0,1,Normal,Killing,10m,scheduler,Pod scheduled,node1,Evicted,5m,api-server,Resource constraint,245.28,101.06,62.09,21.14,17.42,3.2,7080.46,4363.3,16.34,2.71,4.35,0.24,4.8161,0.4886,1.7129,1.7102,1.5804,0.3088
2024-04-24 14:00:00,frauddetection,23.63,40.84,Pending,0,0,1,Critical,Killing,30s,kubelet,Mounting volume,node2,Started,15m,api-server,Resource constraint,392.33,54.3,30.96,61.15,46.78,8.6,4058.39,5337.15,6.86,8.71,1.07,2.32,2.2639,1.0453,0.887,0.1794,0.4519,1.4945
2024-04-24 15:00:00,recommendation,41.79,36.72,Failed,4,0,1,Critical,BackOff,1m,controller,Pod scheduled,node3,Started,15m,kubelet,Resource constraint,347.32,186.7,18.88,23.13,10.33,7.76,4704.39,3112.47,4.72,5.71,0.27,0.73,0.215,3.1094,2.2809,1.814,2.1436,3.5243
2024-04-24 16:00:00,redis,43.64,35.16,Failed,0,1,1,Normal,FailedMount,1m,controller,Container failed,node2,Failed,20m,kubelet,Volume detached,359.02,22.15,75.56,29.96,42.8,6.71,6479.26,2349.52,6.38,12.68,2.45,1.33,3.0493,1.6683,1.6874,0.8963,1.7231,1.4668
2024-04-24 17:00:00,frauddetection,22.24,31.79,Running,3,1,2,Warning,Scheduled,1m,controller,Container failed,node2,Failed,20m,kubelet,Resource constraint,310.94,52.92,33.8,17.41,42.03,4.14,7911.37,3545.6,13.15,7.56,3.35,1.38,4.2379,3.7012,3.1772,0.369,0.8482,1.2632
2024-04-24 18:00:00,frontend,12.67,46.57,Failed,2,0,1,Warning,Killing,1m,controller,Container failed,node1,Evicted,5m,kubelet,Node not ready,135.37,178.29,51.86,71.52,47.49,9.28,3340.66,2499.05,1.52,12.31,3.51,2.31,0.3636,3.4626,4.2679,1.6299,2.0101,0.9973
2024-04-24 19:00:00,frontend,45.03,62.89,Failed,4,1,2,Normal,FailedMount,10m,kubelet,Pod scheduled,node1,Failed,15m,kubelet,Node not ready,259.84,27.31,57.97,15.09,30.38,6.68,7452.14,2153.76,10.1,7.91,2.25,0.44,1.4495,0.324,3.163,0.3946,1.8076,3.0095
2024-04-24 20:00:00,frauddetection,43.17,43.04,Unknown,2,1,1,Normal,BackOff,5m,controller,Pod scheduled,node2,Failed,15m,api-server,Resource constraint,428.27,146.61,39.84,70.35,10.65,1.02,6601.45,6774.51,11.08,6.78,3.26,2.87,4.6458,0.7011,4.7167,1.3434,1.7515,0.4262
2024-04-24 21:00:00,redis,6.12,67.78,Running,4,1,2,Warning,Scheduled,5m,scheduler,Pod scheduled,node3,Failed,5m,api-server,Resource constraint,226.59,140.69,56.54,47.9,7.15,5.81,3981.92,7349.85,4.03,13.26,1.23,2.57,4.3075,1.2875,4.5296,1.7024,2.2401,0.1579
2024-04-24 22:00:00,recommendation,10.73,40.39,Running,1,1,1,Normal,Scheduled,10s,kubelet,Pod scheduled,node3,Evicted,15m,kubelet,Resource constraint,137.93,195.34,11.22,20.11,23.23,6.1,7607.97,6761.53,8.48,6.77,2.06,1.1,3.0751,2.1495,3.0439,0.0774,2.8216,1.7908
2024-04-24 23:00:00,frontend,27.73,20.4,Running,3,0,2,Warning,Killing,5m,scheduler,Mounting volume,node1,Started,15m,kubelet,Volume detached,198.17,27.17,44.06,58.36,44.88,3.31,6726.82,2187.27,17.92,8.51,1.34,3.0,3.9095,3.665,4.3935,1.3846,1.4688,1.6791
2024-04-25 00:00:00,frauddetection,40.98,72.76,Failed,1,1,1,Warning,Killing,10m,kubelet,Mounting volume,node3,Evicted,15m,kubelet,Volume detached,477.61,25.26,58.83,49.95,28.71,1.85,4961.55,5136.19,2.57,1.17,0.19,1.5,3.9998,3.9172,3.7641,1.8182,0.9234,2.0642
2024-04-25 01:00:00,frontend,16.53,24.28,Pending,2,1,1,Critical,FailedMount,10m,scheduler,Container failed,node1,Failed,10m,api-server,Node not ready,255.81,148.2,39.33,31.02,47.83,0.76,9302.44,7238.49,9.31,7.61,3.76,1.56,0.6722,3.026,5.5318,0.4062,1.2138,1.7573
2024-04-25 02:00:00,redis,15.09,71.99,Unknown,3,1,2,Normal,BackOff,1m,controller,Container failed,node2,Failed,5m,kubelet,Node not ready,284.85,50.07,16.86,64.52,27.61,2.22,3773.18,7040.03,17.22,10.44,2.15,1.06,3.4476,2.3445,4.8136,0.2501,0.1642,1.5979
2024-04-25 03:00:00,recommendation,12.21,4.08,Running,3,0,1,Warning,FailedMount,5m,scheduler,Mounting volume,node3,Failed,5m,kubelet,Node not ready,370.54,99.72,67.74,28.01,21.53,5.8,3668.98,6841.3,16.32,4.76,2.48,1.86,0.0318,3.8296,4.2707,0.0746,2.1091,2.4061
2024-04-25 04:00:00,frauddetection,20.78,17.64,Pending,2,1,1,Warning,Scheduled,1m,scheduler,Container failed,node2,Failed,5m,kubelet,Node not ready,178.32,162.89,38.96,78.45,11.97,7.84,4672.25,5728.03,10.55,7.85,0.13,2.83,2.4159,3.5966,5.545,1.7716,0.3764,1.7468
2024-04-25 05:00:00,redis,5.63,16.87,Running,2,0,1,Critical,BackOff,5m,scheduler,Pod scheduled,node1,Evicted,5m,kubelet,Volume detached,309.0,132.84,12.58,71.01,21.08,6.08,3678.42,7444.85,11.27,13.68,0.75,0.39,1.5508,3.2886,5.9425,1.8365,2.8265,2.6935
2024-04-25 06:00:00,redis,38.93,41.14,Running,3,1,1,Critical,Scheduled,10s,controller,Pod scheduled,node2,Started,5m,kubelet,Volume detached,101.18,60.15,18.29,33.2,18.34,6.19,8843.15,551.85,14.27,9.9,0.28,2.3,0.0338,0.4042,4.9049,0.9371,1.1729,1.9673
